fraction,sample,buffer,mixing,wash,width,height,chip_area
3/16,1,7,3,0,2,4,8
5/16,4,8,5,1,2,6,12
7/16,3,5,4,0,2,4,8
9/16,7,5,5,1,2,6,12
11/16,5,3,4,0,2,4,8
13/16,10,2,4,1,2,6,12
15/16,7,1,3,0,2,4,8
