dataset,mean_mixing,mean_wash,mean_sample,mean_buffer,mean_area,std_mixing,std_wash
3_1023,17.158512720156555,3.0684931506849313,12.870841487279844,13.477495107632095,26.348336594911938,4.041490811537227,1.331814875351637
3_127,8.746031746031745,1.4285714285714286,7.825396825396825,7.920634920634921,15.746031746031745,1.7686175936375623,0.6147195981354402
3_15,4.0,0.42857142857142855,5.285714285714286,4.428571428571429,9.714285714285714,0.816496580927726,0.5345224838248488
3_255,11.133858267716535,1.8976377952755905,9.26771653543307,9.598425196850394,18.866141732283463,2.463583029823004,0.8804277970746762
3_31,5.133333333333334,0.7333333333333333,5.666666666666667,5.266666666666667,10.933333333333334,0.8338093878327919,0.4577377082170635
3_511,13.870588235294118,2.4196078431372547,10.874509803921569,11.321568627450981,22.19607843137255,3.092236539783347,1.0312097489817174
3_63,6.838709677419355,1.096774193548387,6.741935483870968,6.67741935483871,13.419354838709678,1.392761625776845,0.59748577163965
